SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS	ISOFORM_NAME	IS_PRIMARY
NC_000964.3	529174	529255	+	BSU_TRNA_50	trnS-Leu1	tRNA		529174	529255	529174	529255	1	529174	529255	Y	
NC_000964.3	529336	529422	+	BSU_TRNA_51	trnS-Leu2	tRNA		529336	529422	529336	529422	1	529336	529422	Y	
NC_000964.3	529505	530611	-	BSU04800	ydcL	gene		529505	530611	529505	530611	1	529505	530611	Y	
NC_000964.3	530624	531133	-	BSU04810	immA	gene		530624	531133	530624	531133	1	530624	531133	Y	
NC_000964.3	531130	531513	-	BSU04820	immR	gene		531130	531513	531130	531513	1	531130	531513	Y	
NC_000964.3	531787	531981	+	BSU04830	sacV	gene		531787	531981	531787	531981	1	531787	531981	Y	
NC_000964.3	531978	532238	+	BSU04839	ydzL	gene		531978	532238	531978	532238	1	531978	532238	Y	
NC_000964.3	532292	532552	+	BSU04840	ydcO	gene		532292	532552	532292	532552	1	532292	532552	Y	
NC_000964.3	532412	532652	-	BSU_none_67	S170	ncRNA		532412	532652	532412	532652	1	532412	532652	Y	
NC_000964.3	532922	533302	+	BSU04850	ydcP	gene		532922	533302	532922	533302	1	532922	533302	Y	
NC_000964.3	533338	534780	+	BSU04860	ydcQ	gene		533338	534780	533338	534780	1	533338	534780	Y	
NC_000964.3	534773	535831	+	BSU04870	ydcR	gene		534773	535831	534773	535831	1	534773	535831	Y	
NC_000964.3	536096	536365	+	BSU04880	ydcS	gene		536096	536365	536096	536365	1	536096	536365	Y	
NC_000964.3	536404	536670	+	BSU04890	ydcT	gene		536404	536670	536404	536670	1	536404	536670	Y	
NC_000964.3	536687	536995	+	BSU04900	yddA	gene		536687	536995	536687	536995	1	536687	536995	Y	
NC_000964.3	536985	538049	+	BSU04910	yddB	gene		536985	538049	536985	538049	1	536985	538049	Y	
NC_000964.3	538061	538309	+	BSU04920	yddC	gene		538061	538309	538061	538309	1	538061	538309	Y	
NC_000964.3	538322	538846	+	BSU04930	yddD	gene		538322	538846	538322	538846	1	538322	538846	Y	
NC_000964.3	538836	541229	+	BSU04940	yddE	gene		538836	541229	538836	541229	1	538836	541229	Y	
NC_000964.3	541248	541574	+	BSU04950	yddF	gene		541248	541574	541248	541574	1	541248	541574	Y	
NC_000964.3	541578	544025	+	BSU04960	yddG	gene		541578	544025	541578	544025	1	541578	544025	Y	
NC_000964.3	544022	545011	+	BSU04970	yddH	gene		544022	545011	544022	545011	1	544022	545011	Y	
NC_000964.3	545026	545532	+	BSU04980	yddI	gene		545026	545532	545026	545532	1	545026	545532	Y	
NC_000964.3	545595	545975	+	BSU04990	yddJ	gene		545595	545975	545595	545975	1	545595	545975	Y	
NC_000964.3	546166	546966	-	BSU05000	yddK	gene		546166	546966	546166	546966	1	546166	546966	Y	
NC_000964.3	547306	548481	+	BSU05010	rapI	gene		547306	548481	547306	548481	1	547306	548481	Y	
NC_000964.3	548438	548557	+	BSU05020	phrI	gene		548438	548557	548438	548557	1	548438	548557	Y	
NC_000964.3	548710	549651	+	BSU05030	yddM	gene		548710	549651	548710	549651	1	548710	549651	Y	
NC_000964.3	550240	551259	-	BSU05040	yddN	gene		550240	551259	550240	551259	1	550240	551259	Y	
NC_000964.3	551519	551929	+	BSU05050	lrpA	gene		551519	551929	551519	551929	1	551519	551929	Y	
NC_000964.3	552052	552501	-	BSU05060	lrpB	gene		552052	552501	552052	552501	1	552052	552501	Y	
NC_000964.3	552616	553158	+	BSU05070	yddQ	gene		552616	553158	552616	553158	1	552616	553158	Y	
NC_000964.3	553711	554475	+	BSU05080	yddR	gene		553711	554475	553711	554475	1	553711	554475	Y	
NC_000964.3	554669	555979	+	BSU05090	yddS	gene		554669	555979	554669	555979	1	554669	555979	Y	
NC_000964.3	556562	556738	+	BSU05099	ydzM	gene		556562	556738	556562	556738	1	556562	556738	Y	
NC_000964.3	556763	557449	+	BSU05100	yddT	gene		556763	557449	556763	557449	1	556763	557449	Y	
NC_000964.3	557873	558058	+	BSU05109	ydzN	gene		557873	558058	557873	558058	1	557873	558058	Y	
NC_000964.3	558408	559001	+	BSU05110	ydeA	gene		558408	559001	558408	559001	1	558408	559001	Y	
NC_000964.3	559264	559464	+	BSU05120	cspC	gene		559264	559464	559264	559464	1	559264	559464	Y	
NC_000964.3	560151	560612	-	BSU05130	ydeB	gene		560151	560612	560151	560612	1	560151	560612	Y	
NC_000964.3	560621	561166	+	BSU_none_68	S181	ncRNA		560621	561166	560621	561166	1	560621	561166	Y	
NC_000964.3	561180	561416	-	BSU05140	ydzE	gene		561180	561416	561180	561416	1	561180	561416	Y	
NC_000964.3	561514	562389	-	BSU05150	ydeC	gene		561514	562389	561514	562389	1	561514	562389	Y	
NC_000964.3	562502	563461	+	BSU05160	ydeD	gene		562502	563461	562502	563461	1	562502	563461	Y	
NC_000964.3	563614	564486	-	BSU05170	ydeE	gene		563614	564486	563614	564486	1	563614	564486	Y	
NC_000964.3	564704	566101	+	BSU05180	ydeF	gene		564704	566101	564704	566101	1	564704	566101	Y	
NC_000964.3	566211	567503	+	BSU05190	ydeG	gene		566211	567503	566211	567503	1	566211	567503	Y	
NC_000964.3	567662	568108	+	BSU05200	ydeH	gene		567662	568108	567662	568108	1	567662	568108	Y	
NC_000964.3	568345	568938	+	BSU05210	ydeI	gene		568345	568938	568345	568938	1	568345	568938	Y	
NC_000964.3	569290	569949	-	BSU05220	ydeJ	gene		569290	569949	569290	569949	1	569290	569949	Y	
NC_000964.3	570371	571234	-	BSU05230	ydeK	gene		570371	571234	570371	571234	1	570371	571234	Y	
NC_000964.3	571389	572780	+	BSU05240	ydeL	gene		571389	572780	571389	572780	1	571389	572780	Y	
NC_000964.3	572974	573399	+	BSU05250	ydeM	gene		572974	573399	572974	573399	1	572974	573399	Y	
NC_000964.3	573452	574024	-	BSU05260	ydeN	gene		573452	574024	573452	574024	1	573452	574024	Y	
NC_000964.3	574106	574435	-	BSU05270	ydzF	gene		574106	574435	574106	574435	1	574106	574435	Y	
NC_000964.3	574690	575562	+	BSU05280	ydeO	gene		574690	575562	574690	575562	1	574690	575562	Y	
NC_000964.3	575712	576098	-	BSU05290	ydeP	gene		575712	576098	575712	576098	1	575712	576098	Y	
NC_000964.3	576209	576802	+	BSU05300	ydeQ	gene		576209	576802	576209	576802	1	576209	576802	Y	
NC_000964.3	576946	578133	-	BSU05310	ydeR	gene		576946	578133	576946	578133	1	576946	578133	Y	
NC_000964.3	578337	578933	+	BSU05320	ydeS	gene		578337	578933	578337	578933	1	578337	578933	Y	
NC_000964.3	579047	579232	+	BSU05329	ydzO	gene		579047	579232	579047	579232	1	579047	579232	Y	
NC_000964.3	579541	579876	+	BSU05330	aseR	gene		579541	579876	579541	579876	1	579541	579876	Y	
NC_000964.3	579889	581196	+	BSU05340	ydfA	gene		579889	581196	579889	581196	1	579889	581196	Y	
NC_000964.3	581694	582479	+	BSU05350	ydfB	gene		581694	582479	581694	582479	1	581694	582479	Y	
NC_000964.3	582536	583456	-	BSU05360	ydfC	gene		582536	583456	582536	583456	1	582536	583456	Y	
NC_000964.3	583589	585037	+	BSU05370	ydfD	gene		583589	585037	583589	585037	1	583589	585037	Y	
NC_000964.3	585155	585778	-	BSU05380	ydfE	gene		585155	585778	585155	585778	1	585155	585778	Y	
NC_000964.3	585868	586548	+	BSU05390	ydfF	gene		585868	586548	585868	586548	1	585868	586548	Y	
NC_000964.3	586628	587071	-	BSU05400	ydfG	gene		586628	587071	586628	587071	1	586628	587071	Y	
NC_000964.3	587157	587336	-	BSU05408	ydzP	gene		587157	587336	587157	587336	1	587157	587336	Y	
NC_000964.3	587333	587476	-	BSU05409	ydzQ	gene		587333	587476	587333	587476	1	587333	587476	Y	
NC_000964.3	587744	588967	+	BSU05410	ydfH	gene		587744	588967	587744	588967	1	587744	588967	Y	
NC_000964.3	588960	589601	+	BSU05420	ydfI	gene		588960	589601	588960	589601	1	588960	589601	Y	
NC_000964.3	589717	591891	+	BSU05430	ydfJ	gene		589717	591891	589717	591891	1	589717	591891	Y	
NC_000964.3	592303	593205	-	BSU05440	nap	gene		592303	593205	592303	593205	1	592303	593205	Y	
NC_000964.3	593407	594096	-	BSU05450	ydfK	gene		593407	594096	593407	594096	1	593407	594096	Y	
NC_000964.3	594186	594998	-	BSU05460	ydfL	gene		594186	594998	594186	594998	1	594186	594998	Y	
NC_000964.3	595109	596002	-	BSU05470	ydfM	gene		595109	596002	595109	596002	1	595109	596002	Y	
NC_000964.3	596478	597098	+	BSU05480	ydfN	gene		596478	597098	596478	597098	1	596478	597098	Y	
NC_000964.3	597114	598052	+	BSU05490	ydfO	gene		597114	598052	597114	598052	1	597114	598052	Y	
NC_000964.3	598154	598543	+	BSU05500	ydfP	gene		598154	598543	598154	598543	1	598154	598543	Y	
NC_000964.3	598729	599067	+	BSU05510	ydfQ	gene		598729	599067	598729	599067	1	598729	599067	Y	
NC_000964.3	599107	599343	-	BSU05520	ydzH	gene		599107	599343	599107	599343	1	599107	599343	Y	
NC_000964.3	599875	600105	-	BSU05529	ydzR	gene		599875	600105	599875	600105	1	599875	600105	Y	
NC_000964.3	600229	600906	-	BSU05530	ydfR	gene		600229	600906	600229	600906	1	600229	600906	Y	
NC_000964.3	601019	601726	+	BSU05540	ydfS	gene		601019	601726	601019	601726	1	601019	601726	Y	
NC_000964.3	601741	602172	-	BSU05550	cotP	gene		601741	602172	601741	602172	1	601741	602172	Y	
NC_000964.3	602185	602427	-	BSU05560	ydgA	gene		602185	602427	602185	602427	1	602185	602427	Y	
NC_000964.3	602441	602713	-	BSU05570	ydgB	gene		602441	602713	602441	602713	1	602441	602713	Y	
NC_000964.3	603012	603599	+	BSU05580	ydgC	gene		603012	603599	603012	603599	1	603012	603599	Y	
NC_000964.3	603596	603940	+	BSU05590	ydgD	gene		603596	603940	603596	603940	1	603596	603940	Y	
NC_000964.3	604103	604576	+	BSU05600	ydgE	gene		604103	604576	604103	604576	1	604103	604576	Y	
NC_000964.3	604736	606379	-	BSU05610	vmlR	gene		604736	606379	604736	606379	1	604736	606379	Y	
NC_000964.3	606414	606611	-	BSU_none_69	S198	ncRNA		606414	606611	606414	606611	1	606414	606611	Y	
NC_000964.3	606699	608075	-	BSU05620	ydgF	gene		606699	608075	606699	608075	1	606699	608075	Y	
NC_000964.3	608246	608764	-	BSU05630	dinB	gene		608246	608764	608246	608764	1	608246	608764	Y	
NC_000964.3	608933	609391	+	BSU05640	ydgG	gene		608933	609391	608933	609391	1	608933	609391	Y	
NC_000964.3	609388	612045	+	BSU05650	ydgH	gene		609388	612045	609388	612045	1	609388	612045	Y	
NC_000964.3	612191	612820	-	BSU05660	ydgI	gene		612191	612820	612191	612820	1	612191	612820	Y	
NC_000964.3	612836	613330	-	BSU05670	ydgJ	gene		612836	613330	612836	613330	1	612836	613330	Y	
NC_000964.3	613641	614849	+	BSU05680	ydgK	gene		613641	614849	613641	614849	1	613641	614849	Y	
NC_000964.3	614885	615622	-	BSU05690	ydhB	gene		614885	615622	614885	615622	1	614885	615622	Y	
NC_000964.3	615871	616545	+	BSU05700	ydhC	gene		615871	616545	615871	616545	1	615871	616545	Y	
NC_000964.3	616672	617934	+	BSU05710	ydhD	gene		616672	617934	616672	617934	1	616672	617934	Y	
NC_000964.3	618095	619282	+	BSU05720	ydhE	gene		618095	619282	618095	619282	1	618095	619282	Y	
NC_000964.3	619321	620031	-	BSU05730	ydhF	gene		619321	620031	619321	620031	1	619321	620031	Y	
NC_000964.3	620097	621485	-	BSU05740	phoB	gene		620097	621485	620097	621485	1	620097	621485	Y	
NC_000964.3	621847	622218	+	BSU05750	ydhG	gene		621847	622218	621847	622218	1	621847	622218	Y	
NC_000964.3	622293	622790	-	BSU05760	ydhH	gene		622293	622790	622293	622790	1	622293	622790	Y	
NC_000964.3	622808	623290	-	BSU05770	ydhI	gene		622808	623290	622808	623290	1	622808	623290	Y	
NC_000964.3	623373	624350	+	BSU05780	ydhJ	gene		623373	624350	623373	624350	1	623373	624350	Y	
NC_000964.3	624492	625109	+	BSU05790	ydhK	gene		624492	625109	624492	625109	1	624492	625109	Y	
NC_000964.3	625125	626291	-	BSU05800	pbuE	gene		625125	626291	625125	626291	1	625125	626291	Y	
NC_000964.3	626622	626933	+	BSU05810	gmuB	gene		626622	626933	626622	626933	1	626622	626933	Y	
NC_000964.3	626933	627265	+	BSU05820	gmuA	gene		626933	627265	626933	627265	1	626933	627265	Y	
NC_000964.3	627284	628612	+	BSU05830	gmuC	gene		627284	628612	627284	628612	1	627284	628612	Y	
NC_000964.3	628630	630027	+	BSU05840	gmuD	gene		628630	630027	628630	630027	1	628630	630027	Y	
NC_000964.3	630170	630883	+	BSU05850	gmuR	gene		630170	630883	630170	630883	1	630170	630883	Y	
NC_000964.3	630912	631811	+	BSU05860	gmuE	gene		630912	631811	630912	631811	1	630912	631811	Y	
NC_000964.3	631808	632755	+	BSU05870	gmuF	gene		631808	632755	631808	632755	1	631808	632755	Y	
NC_000964.3	632774	633862	+	BSU05880	gmuG	gene		632774	633862	632774	633862	1	632774	633862	Y	
NC_000964.3	635110	635186	+	BSU_TRNA_79	trnE-Arg	tRNA		635110	635186	635110	635186	1	635110	635186	Y	
NC_000964.3	635200	635273	+	BSU_TRNA_80	trnE-Gly	tRNA		635200	635273	635200	635273	1	635200	635273	Y	
NC_000964.3	635433	636987	+	BSU_RRNA_30	rrnE-16S	rRNA		635433	636987	635433	636987	1	635433	636987	Y	
NC_000964.3	637155	640082	+	BSU_RRNA_12	rrnE-23S	rRNA		637155	640082	637155	640082	1	637155	640082	Y	
NC_000964.3	640138	640254	+	BSU_RRNA_13	rrnE-5S	rRNA		640138	640254	640138	640254	1	640138	640254	Y	
NC_000964.3	640268	640344	+	BSU_TRNA_21	trnE-Met	tRNA		640268	640344	640268	640344	1	640268	640344	Y	
NC_000964.3	640405	640481	+	BSU_TRNA_22	trnE-Asp	tRNA		640405	640481	640405	640481	1	640405	640481	Y	
NC_000964.3	640662	641639	+	BSU05900	thiL	gene		640662	641639	640662	641639	1	640662	641639	Y	
NC_000964.3	641654	642130	+	BSU05910	ydiB	gene		641654	642130	641654	642130	1	641654	642130	Y	
NC_000964.3	642111	642800	+	BSU05920	ydiC	gene		642111	642800	642111	642800	1	642111	642800	Y	
NC_000964.3	642810	643265	+	BSU05930	rimI	gene		642810	643265	642810	643265	1	642810	643265	Y	
NC_000964.3	643258	644298	+	BSU05940	gcp	gene		643258	644298	643258	644298	1	643258	644298	Y	
NC_000964.3	644528	646456	-	BSU05950	ydiF	gene		644528	646456	644528	646456	1	644528	646456	Y	
NC_000964.3	646582	647094	+	BSU05960	moaC	gene		646582	647094	646582	647094	1	646582	647094	Y	
NC_000964.3	647091	647738	+	BSU05970	ydiH	gene		647091	647738	647091	647738	1	647091	647738	Y	
NC_000964.3	647760	647933	+	BSU05980	tatAY	gene		647760	647933	647760	647933	1	647760	647933	Y	
NC_000964.3	647940	648704	+	BSU05990	tatCY	gene		647940	648704	647940	648704	1	647940	648704	Y	
NC_000964.3	648742	648933	-	BSU06000	ydiK	gene		648742	648933	648742	648933	1	648742	648933	Y	
NC_000964.3	648930	649664	-	BSU06010	ydiL	gene		648930	649664	648930	649664	1	648930	649664	Y	
NC_000964.3	649903	650187	+	BSU06020	groES	gene		649903	650187	649903	650187	1	649903	650187	Y	
NC_000964.3	650234	651868	+	BSU06030	groEL	gene		650234	651868	650234	651868	1	650234	651868	Y	
NC_000964.3	653432	653812	+	BSU06040	ydiM	gene		653432	653812	653432	653812	1	653432	653812	Y	
NC_000964.3	654071	654343	+	BSU06048	ydzU	gene		654071	654343	654071	654343	1	654071	654343	Y	
NC_000964.3	655223	656506	+	BSU06060	ydiO	gene		655223	656506	655223	656506	1	655223	656506	Y	
NC_000964.3	656528	657697	+	BSU06070	ydiP	gene		656528	657697	656528	657697	1	656528	657697	Y	
NC_000964.3	658495	658899	+	BSU_none_70	S214	ncRNA		658495	658899	658495	658899	1	658495	658899	Y	
NC_000964.3	659623	660564	+	BSU06090	ydiR	gene		659623	660564	659623	660564	1	659623	660564	Y	
NC_000964.3	660596	661627	+	BSU06100	ydiS	gene		660596	661627	660596	661627	1	660596	661627	Y	
NC_000964.3	661630	663027	+	BSU06110	ydjA	gene		661630	663027	661630	663027	1	661630	663027	Y	
NC_000964.3	663601	663936	+	BSU06120	ydjB	gene		663601	663936	663601	663936	1	663601	663936	Y	
NC_000964.3	664319	664669	+	BSU06130	ydjC	gene		664319	664669	664319	664669	1	664319	664669	Y	
NC_000964.3	664775	667264	-	BSU06140	gutR	gene		664775	667264	664775	667264	1	664775	667264	Y	
NC_000964.3	667466	668527	+	BSU06150	gutB	gene		667466	668527	667466	668527	1	667466	668527	Y	
NC_000964.3	668601	669992	+	BSU06160	gutP	gene		668601	669992	668601	669992	1	668601	669992	Y	
NC_000964.3	670087	671049	+	BSU06170	ydjE	gene		670087	671049	670087	671049	1	670087	671049	Y	
NC_000964.3	671245	671928	+	BSU06180	pspA	gene		671245	671928	671245	671928	1	671245	671928	Y	
NC_000964.3	671994	673019	+	BSU06190	ydjG	gene		671994	673019	671994	673019	1	671994	673019	Y	
NC_000964.3	673019	673783	+	BSU06200	ydjH	gene		673019	673783	673019	673783	1	673019	673783	Y	
NC_000964.3	673814	674785	+	BSU06210	ydjI	gene		673814	674785	673814	674785	1	673814	674785	Y	
NC_000964.3	674832	675857	-	BSU06220	ydjJ	gene		674832	675857	674832	675857	1	674832	675857	Y	
NC_000964.3	676442	677863	+	BSU06230	iolT	gene		676442	677863	676442	677863	1	676442	677863	Y	
NC_000964.3	677911	678951	-	BSU06240	bdhA	gene		677911	678951	677911	678951	1	677911	678951	Y	
NC_000964.3	679390	679761	+	BSU06250	ydjM	gene		679390	679761	679390	679761	1	679390	679761	Y	
NC_000964.3	679827	680873	+	BSU06260	ydjN	gene		679827	680873	679827	680873	1	679827	680873	Y	
NC_000964.3	680907	681065	-	BSU06269	ydzJ	gene		680907	681065	680907	681065	1	680907	681065	Y	
NC_000964.3	681255	681464	-	BSU06270	ydjO	gene		681255	681464	681255	681464	1	681255	681464	Y	
NC_000964.3	681547	682362	-	BSU06280	ydjP	gene		681547	682362	681547	682362	1	681547	682362	Y	
NC_000964.3	682375	683364	-	BSU06290	yeaA	gene		682375	683364	682375	683364	1	682375	683364	Y	
NC_000964.3	683462	685003	-	BSU06300	cotA	gene		683462	685003	683462	685003	1	683462	685003	Y	
NC_000964.3	685155	686564	-	BSU06310	gabP	gene		685155	686564	685155	686564	1	685155	686564	Y	
NC_000964.3	686602	686889	-	BSU06319	ydzX	gene		686602	686889	686602	686889	1	686602	686889	Y	
NC_000964.3	686962	687834	+	BSU06320	yeaB	gene		686962	687834	686962	687834	1	686962	687834	Y	
NC_000964.3	688184	689146	+	BSU06330	yeaC	gene		688184	689146	688184	689146	1	688184	689146	Y	
NC_000964.3	689146	690342	+	BSU06340	yeaD	gene		689146	690342	689146	690342	1	689146	690342	Y	
NC_000964.3	690364	692577	+	BSU06350	yebA	gene		690364	692577	690364	692577	1	690364	692577	Y	
NC_000964.3	692740	694281	+	BSU06360	guaA	gene		692740	694281	692740	694281	1	692740	694281	Y	
NC_000964.3	694662	695984	+	BSU06370	pbuG	gene		694662	695984	694662	695984	1	694662	695984	Y	
NC_000964.3	696195	696998	+	BSU06380	yebC	gene		696195	696998	696195	696998	1	696195	696998	Y	
NC_000964.3	697157	697324	+	BSU06390	yebD	gene		697157	697324	697157	697324	1	697157	697324	Y	
NC_000964.3	697538	698092	+	BSU06400	yebE	gene		697538	698092	697538	698092	1	697538	698092	Y	
NC_000964.3	698092	698289	+	BSU06410	yebG	gene		698092	698289	698092	698289	1	698092	698289	Y	
NC_000964.3	698612	699100	+	BSU06420	purE	gene		698612	699100	698612	699100	1	698612	699100	Y	
NC_000964.3	699093	700235	+	BSU06430	purK	gene		699093	700235	699093	700235	1	699093	700235	Y	
NC_000964.3	700232	701527	+	BSU06440	purB	gene		700232	701527	700232	701527	1	700232	701527	Y	
NC_000964.3	701601	702326	+	BSU06450	purC	gene		701601	702326	701601	702326	1	701601	702326	Y	
NC_000964.3	702319	702573	+	BSU06460	purS	gene		702319	702573	702319	702573	1	702319	702573	Y	
NC_000964.3	702570	703253	+	BSU06470	purQ	gene		702570	703253	702570	703253	1	702570	703253	Y	
NC_000964.3	703237	705465	+	BSU06480	purL	gene		703237	705465	703237	705465	1	703237	705465	Y	
NC_000964.3	705441	706871	+	BSU06490	purF	gene		705441	706871	705441	706871	1	705441	706871	Y	
NC_000964.3	706973	708013	+	BSU06500	purM	gene		706973	708013	706973	708013	1	706973	708013	Y	
NC_000964.3	708010	708597	+	BSU06510	purN	gene		708010	708597	708010	708597	1	708010	708597	Y	
NC_000964.3	708594	710132	+	BSU06520	purH	gene		708594	710132	708594	710132	1	708594	710132	Y	
NC_000964.3	710148	711416	+	BSU06530	purD	gene		710148	711416	710148	711416	1	710148	711416	Y	
NC_000964.3	711456	711875	-	BSU06540	yezC	gene		711456	711875	711456	711875	1	711456	711875	Y	
NC_000964.3	712019	713293	+	BSU06550	yecA	gene		712019	713293	712019	713293	1	712019	713293	Y	
NC_000964.3	713308	713535	-	BSU06559	yezF	gene		713308	713535	713308	713535	1	713308	713535	Y	
NC_000964.3	713664	715406	+	BSU06560	yerA	gene		713664	715406	713664	715406	1	713664	715406	Y	
NC_000964.3	715433	716428	+	BSU06570	yerB	gene		715433	716428	715433	716428	1	715433	716428	Y	
NC_000964.3	716431	716745	+	BSU06580	yerC	gene		716431	716745	716431	716745	1	716431	716745	Y	
NC_000964.3	716780	718357	-	BSU06590	yerD	gene		716780	718357	716780	718357	1	716780	718357	Y	
NC_000964.3	718622	719308	+	BSU06600	pcrB	gene		718622	719308	718622	719308	1	718622	719308	Y	
NC_000964.3	719370	721589	+	BSU06610	pcrA	gene		719370	721589	719370	721589	1	719370	721589	Y	
NC_000964.3	721613	723619	+	BSU06620	ligA	gene		721613	723619	721613	723619	1	721613	723619	Y	
NC_000964.3	723635	724825	+	BSU06630	yerH	gene		723635	724825	723635	724825	1	723635	724825	Y	
NC_000964.3	724987	725997	+	BSU06640	yerI	gene		724987	725997	724987	725997	1	724987	725997	Y	
NC_000964.3	726024	726828	+	BSU_none_71	S235	ncRNA		726024	726828	726024	726828	1	726024	726828	Y	
NC_000964.3	726035	726733	-	BSU06650	sapB	gene		726035	726733	726035	726733	1	726035	726733	Y	
NC_000964.3	726840	728318	-	BSU06660	opuE	gene		726840	728318	726840	728318	1	726840	728318	Y	
NC_000964.3	728616	728731	+	Leader_gatC	gatC_leader	riboswitch		728616	728731	728616	728731	1	728616	728731	Y	
NC_000964.3	728732	729022	+	BSU06670	gatC	gene		728732	729022	728732	729022	1	728732	729022	Y	
NC_000964.3	729038	730495	+	BSU06680	gatA	gene		729038	730495	729038	730495	1	729038	730495	Y	
NC_000964.3	730509	731939	+	BSU06690	gatB	gene		730509	731939	730509	731939	1	730509	731939	Y	
NC_000964.3	731954	732823	-	BSU06700	yerO	gene		731954	732823	731954	732823	1	731954	732823	Y	
NC_000964.3	732916	736113	+	BSU06710	swrC	gene		732916	736113	732916	736113	1	732916	736113	Y	
NC_000964.3	736436	737347	+	BSU06720	yerQ	gene		736436	737347	736436	737347	1	736436	737347	Y	
NC_000964.3	737603	738982	+	BSU06730	yefA	gene		737603	738982	737603	738982	1	737603	738982	Y	
NC_000964.3	738995	739897	-	BSU06740	yefB	gene		738995	739897	738995	739897	1	738995	739897	Y	
NC_000964.3	739878	740213	+	BSU06750	yefC	gene		739878	740213	739878	740213	1	739878	740213	Y	
NC_000964.3	740288	742927	+	BSU06760	yeeA	gene		740288	742927	740288	742927	1	740288	742927	Y	
NC_000964.3	742939	744738	+	BSU06770	yeeB	gene		742939	744738	742939	744738	1	742939	744738	Y	
NC_000964.3	744851	745999	+	BSU06780	yeeC	gene		744851	745999	744851	745999	1	744851	745999	Y	
NC_000964.3	746261	746566	-	BSU06790	yeeD	gene		746261	746566	746261	746566	1	746261	746566	Y	
NC_000964.3	746633	746839	-	BSU06800	yezA	gene		746633	746839	746633	746839	1	746633	746839	Y	
NC_000964.3	747079	747534	-	BSU06811	yezG	gene		747079	747534	747079	747534	1	747079	747534	Y	
NC_000964.3	747554	749563	-	BSU06812	yeeF	gene		747554	749563	747554	749563	1	747554	749563	Y	
NC_000964.3	749775	750797	+	BSU06820	yeeG	gene		749775	750797	749775	750797	1	749775	750797	Y	
NC_000964.3	750959	752089	+	BSU06830	rapH	gene		750959	752089	750959	752089	1	750959	752089	Y	
NC_000964.3	752079	752252	+	BSU06839	phrH	gene		752079	752252	752079	752252	1	752079	752252	Y	
NC_000964.3	752412	753131	+	BSU06840	yeeI	gene		752412	753131	752412	753131	1	752412	753131	Y	
NC_000964.3	753265	753702	+	BSU06850	yeeK	gene		753265	753702	753265	753702	1	753265	753702	Y	
NC_000964.3	753817	754401	+	BSU06860	yezE	gene		753817	754401	753817	754401	1	753817	754401	Y	
NC_000964.3	754480	754923	+	BSU06870	yesE	gene		754480	754923	754480	754923	1	754480	754923	Y	
NC_000964.3	754920	755780	+	BSU06880	yesF	gene		754920	755780	754920	755780	1	754920	755780	Y	
NC_000964.3	755907	756155	+	BSU06890	cotJA	gene		755907	756155	755907	756155	1	755907	756155	Y	
NC_000964.3	756139	756402	+	BSU06900	cotJB	gene		756139	756402	756139	756402	1	756139	756402	Y	
NC_000964.3	756417	756986	+	BSU06910	cotJC	gene		756417	756986	756417	756986	1	756417	756986	Y	
NC_000964.3	757111	757653	+	BSU06920	yesJ	gene		757111	757653	757111	757653	1	757111	757653	Y	
NC_000964.3	757676	757978	+	BSU06930	yesK	gene		757676	757978	757676	757978	1	757676	757978	Y	
NC_000964.3	758093	758722	+	BSU06940	yesL	gene		758093	758722	758093	758722	1	758093	758722	Y	
NC_000964.3	758719	760452	+	BSU06950	yesM	gene		758719	760452	758719	760452	1	758719	760452	Y	
NC_000964.3	760452	761558	+	BSU06960	yesN	gene		760452	761558	760452	761558	1	760452	761558	Y	
NC_000964.3	761662	762945	+	BSU06970	yesO	gene		761662	762945	761662	762945	1	761662	762945	Y	
NC_000964.3	762942	763871	+	BSU06980	yesP	gene		762942	763871	762942	763871	1	762942	763871	Y	
NC_000964.3	763875	764765	+	BSU06990	yesQ	gene		763875	764765	763875	764765	1	763875	764765	Y	
NC_000964.3	764781	765815	+	BSU07000	yesR	gene		764781	765815	764781	765815	1	764781	765815	Y	
NC_000964.3	765838	768123	+	BSU07010	yesS	gene		765838	768123	765838	768123	1	765838	768123	Y	
NC_000964.3	768137	768835	+	BSU07020	rhgT	gene		768137	768835	768137	768835	1	768137	768835	Y	
NC_000964.3	768828	769490	+	BSU07030	yesU	gene		768828	769490	768828	769490	1	768828	769490	Y	
NC_000964.3	769487	770113	+	BSU07040	yesV	gene		769487	770113	769487	770113	1	769487	770113	Y	
NC_000964.3	770234	772096	+	BSU07050	yesW	gene		770234	772096	770234	772096	1	770234	772096	Y	
NC_000964.3	772142	773980	+	BSU07060	yesX	gene		772142	773980	772142	773980	1	772142	773980	Y	
NC_000964.3	774138	774791	+	BSU07070	yesY	gene		774138	774791	774138	774791	1	774138	774791	Y	
NC_000964.3	774799	776790	+	BSU07080	yesZ	gene		774799	776790	774799	776790	1	774799	776790	Y	
NC_000964.3	776834	779407	+	BSU07090	yetA	gene		776834	779407	776834	779407	1	776834	779407	Y	
NC_000964.3	779529	781037	+	BSU07100	lplA	gene		779529	781037	779529	781037	1	779529	781037	Y	
